,K,no_below,no_above,min_bigram,min_trigram,coherence_score,dist_to_ideal
0,10,10,0.7,20,15,-0.540549297086317,0.4088763745561431
1,10,20,0.7,20,15,-0.5923089049996124,0.3950420837532934
2,10,40,0.7,20,15,-0.6209863000497762,0.43615355105367104
