,K,no_below,no_above,min_bigram,min_trigram,coherence_score,dist_to_ideal
0,10,10,0.7,5,3,-0.5220212139616742,0.4146600898630658
1,10,20,0.7,5,3,-0.6072267553902225,0.4313482988162137
2,10,40,0.7,5,3,-0.6451153876221449,0.46453000353171153
